01_Clase,02_Orden,03_Familia,04_Nombre científico I,05_Nombre científico II,06_Nombre vernáculo,07_CITES,08_Categoría amenaza nacional Res. 1912/2017,09_Endemismo,10_Migratoria,11_Introducida/Invasora,12_Distribución,Amagá,Amalfi,Andes,Angelópolis,Angostura,Anorí,Anzá,Armenia,Barbosa,Bello,Belmira,Betania,Betulia,Briceño,Buriticá,Cáceres,Caicedo,Caldas,Campamento,Caracolí,Caramanta,Carolina del Príncipe,Caucasia,Cisneros,Ciudad Bolívar,Concordia,Copacabana,Donmatías,Ebéjico,El Bagre,Entrerríos,Envigado,Fredonia,Girardota,Gómez Plata,Guadalupe,Heliconia,Hispania,Itagüí,Ituango,Jardín,Jericó,La Estrella,La Pintada,Liborina,Maceo,Medellín,Montebello,Nechí,Olaya,Pueblorrico,Puerto Berrío,Puerto Nare,Remedios,Sabanalarga,Sabaneta,Salgar,San Andrés de Cuerquia,San Jerónimo,San José de la Montaña,San Pedro de los Milagros,Santa Bárbara,Santa Fe de Antioquia,Santa Rosa de Osos,Segovia,Sopetrán,Támesis,Tarazá,Tarso,Titiribí,Toledo,Valdivia,Valparaíso,Vegachí,Venecia,Yalí,Yarumal,Yolombó,Yondó,Zaragoza
AVES,CAPRIMULGIFORMES,Caprimulgidae,Uropsalis segmentata,,Guardacaminos tijereta,,,,,,2500-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,CAPRIMULGIFORMES,Nyctibiidae,Nyctibius grandis,,Bienparado mayor,,,,,,0-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,CAPRIMULGIFORMES,Nyctibiidae,Nyctibius griseus,,Bienparado común,,,,,,0-1900,,,25,,,33,22; 26,22,,,,,22,34,,,,,,,,,,,,,,,22,,,,22,,,,,,,35,25,22,,,,10,,,,,,10,,,,,,,,,,,26,,,,,,22,,,,,,22,,34,,,
AVES,CAPRIMULGIFORMES,Steatornithidae,Steatornis caripensis,,Guácharo,,,,,,0-3000,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
AVES,CHARADRIIFORMES,Charadriidae,Charadrius collaris,,Chorlito collarejo,,,,,,0-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,CHARADRIIFORMES,Charadriidae,Charadrius vociferus,,Chorlito colirrojo,,,,Migratoria,,0-2600,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
AVES,CHARADRIIFORMES,Charadriidae,Vanellus chilensis,,Caravana,,,,,,0-3100,,30,25,8,,30; 33,22; 26,22,,,,,22,34,,,,,,,,13,,28,,,,42,22,,,,22,,,,,,,,25,9; 22; 27; 37,,37,,10,8,,,,9,10,,,,,,,,,,,23; 26,32; 42,19; 30,,37,29; 31,9; 22; 37,,,,37,,22; 37,,34,,,30
AVES,CHARADRIIFORMES,Jacanidae,Jacana jacana,,Gallito de ciénaga,,,,,,0-2600,,,,,,,22,22,,,,,22,34,,,,,,,,,,,,,,,22,,,,22,,,,,,,,,22,,,,10,,,,,,10,,,,,,,,,,,,,,,,29; 31,22,,,,,,22,,34,,,
AVES,CHARADRIIFORMES,Laridae,Leucophaeus atricilla,Larus atricilla,Gaviota reidora,,,,Migratoria,,0-3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,CHARADRIIFORMES,Laridae,Rynchops niger,Rynchops nigra,Picotijera,,,,,,0-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,CHARADRIIFORMES,Laridae,Sternula superciliaris,Sterna superciliaris,Gaviotín fluvial,,,,,,0-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,CHARADRIIFORMES,Recurvirostridae,Himantopus mexicanus,,Cigüeñuela,,,,Migratoria,,0-2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,CHARADRIIFORMES,Scolopacidae,Actitis macularius,Tringa macularia,Andarríos maculado,,,,Migratoria,,0-3300,,,,,,,5; 22,22,,,,,22,34,,,5,,,,,13,,,,,,,22,,,,22,,,,,,,35,,22,,,,10,,,,,11,10,,,,,11,,,,,,5,,,,,,22,,,,,,22,,34,,,
AVES,CHARADRIIFORMES,Scolopacidae,Calidris mauri,,Correlimos picudo,,,,Migratoria,,0-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,CHARADRIIFORMES,Scolopacidae,Calidris melanotos,,Correlimos pectoral,,,,Migratoria,,0-3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,CHARADRIIFORMES,Scolopacidae,Calidris minutilla,,Correlimos diminuto,,,,Migratoria,,0-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,CHARADRIIFORMES,Scolopacidae,Gallinago delicata,Capella gallinago delicata,Caica común,,,,Migratoria,,0-3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,CHARADRIIFORMES,Scolopacidae,Gallinago nobilis,,Caica paramuna,,,,,,2000-3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,
AVES,CHARADRIIFORMES,Scolopacidae,Gallinago undulata,,Caica gigante,,,,,,1500,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,CHARADRIIFORMES,Scolopacidae,Tringa flavipes,,Andarríos patiamarillo,,,,Migratoria,,0-3300,,,,,,,22,22,,,,,22,34,,,,,,,,,,,,,,,22,,,,22,,,,,,,,,22,,,,,,,,,11,,,,,,11,,,,,,,,,,,,22,,,,,,22,,34,,,
AVES,CHARADRIIFORMES,Scolopacidae,Tringa melanoleuca,,Andarríos mayor,,,,Migratoria,,0-3000,,,25,,,,22,22,,,,,22,,,,,,,,,13,,,,,,,22,,,,22,,,,,,,,25,22,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,22,,,,,
AVES,CHARADRIIFORMES,Scolopacidae,Tringa solitaria,,Andarríos solitario,,,,Migratoria,,0-3000,,,,,,,22,22,,,,,22,34,,,,,,,38,13,,,,,,,22,,,,22,,,,,,,,,22; 37,,37; 38,,,,,,,11,,,,,,11,,,,,,,,,,37,,22; 37,,,,37; 38,,22; 37,,34,,,
AVES,CATHARTIFORMES,Cathartidae,Cathartes aura,,Guala común,,,,Migratoria,,0-3000,36,30; 44,25,8,,30; 33,22; 26,22,,8,,,22,18; 34,,,,36,,,38,13,,,,,,42,22,24,,,22,,,,,,,18,25,9; 22; 37,,37; 38,41,10,8; 39,,,,9; 11,10,,,,,11,,39,,,,23; 26; 39,32; 42,19; 30,39,37,29; 31,9; 22; 37,36,,18,37; 38,,22; 36; 37,,34,,,30
AVES,CATHARTIFORMES,Cathartidae,Cathartes burrovianus,,Guala sabenera,,,,,,0-1000,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,34,,,
AVES,CATHARTIFORMES,Cathartidae,Coragyps atratus,,Gallinazo,,,,,,0-2700,36,30; 44,25,8,,30; 33,22; 26,22,,8,,,22,18; 34,,,,36,,,38,13,,28,,,,42,22,24,,,22,,,,,,,18; 35,25,9; 22; 27; 37,,37; 38,41,10,8,,,,9; 11,10,,,,,11,,,,,,23; 26,32; 42,19; 30,,37,29; 31,9; 22; 37,36,,18,37; 38,,22; 36; 37,,34,,,30
AVES,CATHARTIFORMES,Cathartidae,Sarcoramphus papa,Vultur papa,Rey de los gallinazos,III,,,,,0-3300,36,30; 44,,,,30; 33,26,,,,,,,18,,,,36,,,,,,28,,,,,,,,,,,,,,,,18; 35,,,,,,10,,,,,11,10,,,,,11,,,,,,26,,19; 30,,,29; 31,,36,,18,,,36,,,,,30
AVES,CICONIIFORMES,Ciconiidae,Jabiru mycteria,Ciconia mycteria,Garzón soldado,I,,,,,0-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,CICONIIFORMES,Ciconiidae,Mycteria americana,,Cabeza de hueso,,,,,,0-2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,COLUMBIFORMES,Columbidae,Claravis mondetoura,,Tortolita chusquera,,,,,,2000-2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,COLUMBIFORMES,Columbidae,Claravis pretiosa,,Tortolita azul,,,,,,0-1800,,30,,,,30,22; 26,22,,,,,22,34,,,,,,,,,,,,,,,22,,,,22,,,,,,,,,22,,,,10,,,,,,10,,,,,,,,,,,26,,30,,,,22,,,,,,22,,34,,,30
AVES,COLUMBIFORMES,Columbidae,Columbina minuta,,Tortolita diminuta,,,,,,0-1400,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,,,,,,,,,,,,19,,,29; 31,,,,,,,,,,,,
AVES,COLUMBIFORMES,Columbidae,Columbina passerina,,Tortolita pechiescamada,,,,,,0-2100,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,10,,,,,,10; 43,,,,,,,,,,,,,19,,,,,,,,,,,,34,,,
AVES,COLUMBIFORMES,Columbidae,Columbina squammata,,Tortolita colilarga,,,,,,0-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,COLUMBIFORMES,Columbidae,Columbina talpacoti,,Tortolita común,,,,,,0-2400,36,30; 44,,8,,30; 33,22; 26,22,,,,,22,18; 34,,,,36,,,38,,,28,,,,42,22,24,,,22,,,,,,,18; 35,,9; 22; 37,,37; 38,41,,,,,,9; 11,,,,,,11,,,,,,23; 26,42,19; 30,,37,29; 31,9; 22; 37,36,,18,37; 38,,22; 36; 37,,34,,,30
AVES,COLUMBIFORMES,Columbidae,Geotrygon frenata,,Paloma-Perdiz bigotuda,,,,,,900-2500,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,COLUMBIFORMES,Columbidae,Geotrygon linearis,,Paloma-Perdiz lineada,,,,,,300-2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,COLUMBIFORMES,Columbidae,Geotrygon montana,,Paloma-Perdiz roja,,,,,,0-2600,,,25,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,10,,,,,,10,,,,,,,,,,,,,19,,,,,,,,,,,,,,,
AVES,COLUMBIFORMES,Columbidae,Geotrygon veraguensis,,Paloma-Perdiz cariblanca,,,,,,0-900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,COLUMBIFORMES,Columbidae,Geotrygon violacea,,Paloma-Perdiz violácea,,,,,,0-1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,COLUMBIFORMES,Columbidae,Leptotila cassini,,Tortolita ojirroja,,,,,,0-900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,COLUMBIFORMES,Columbidae,Leptotila plumbeiceps,,Tortolita cabeciazul,,,,,,1000-2600,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,COLUMBIFORMES,Columbidae,Leptotila verreauxi,,Tortolita rabiblanca,,,,,,0-2700,36,30; 44,,8,,30; 33,22; 26,22,,,,,22,18; 34,,,,36,,,,13,,,,,,42,22,24,,,22,,,,,,,18; 35,,9; 22; 37,,37,41,10,8,,,,9; 11,10,,,,,11,,,,,,23; 26,42,19; 30,,37,29; 31,9; 22; 37,36,,18,37,,22; 36; 37,,34,,,30
AVES,COLUMBIFORMES,Columbidae,Patagioenas cayennensis,Columba cayennensis,Paloma morada,,,,,,0-2100,,30,25,,,30; 33,22; 26,22,,,,,22,18; 34,,,,,,,,,,,,,,,22,24,,,22,,,,,,,18,25,22,,,,10,,,,,,10,,,,,,,,,,,23; 26,,19; 30,,,29; 31,22,,,18,,,22,,34,,,30
AVES,COLUMBIFORMES,Columbidae,Patagioenas fasciata,Columba fasciata,Paloma collareja,,,,,,2000-3000,36,,25,8,,33,5; 22,22,,,,,22,,,,5,36,,,,13,,,,,,,22,,,,22,,,,,,,,25,9; 22; 27,,,,10,8,,,,9,10,,,,,,,,,,,5,32,,,,,9; 22,36,,,,,22; 36,,,,,
AVES,COLUMBIFORMES,Columbidae,Patagioenas plumbea,Columba plumbea,Paloma plomiza,,,,,,0-2100,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,COLUMBIFORMES,Columbidae,Patagioenas speciosa,Columba speciosa,Paloma escamada,,,,,,0-1300,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,10,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,COLUMBIFORMES,Columbidae,Patagioenas subvinacea,Columba subvinacea,Paloma colorada,,,,,,0-2800,,,,,,33,5; 22; 26,22,,,,,22,34,,,5,,,,,13,,,,,,,22,,,,22,,,,,,,,,22,,,,10,,,,,11,10,,,,,11,,,,,,5; 26,,,,,29; 31,22,,,,,,22,,34,,,
AVES,COLUMBIFORMES,Columbidae,Zenaida auriculata,,Torcaza nagüiblanca,,,,,,600-3400,36,30,,8,,30; 33,5; 22; 26,22,,,,,22,34,,,5,36,,,,13,,,,,,,22,24,,,22,,,,,,,,,9; 22; 27; 37,,37,,10,,,,,9,10,,,,,,,,,,,5; 23; 26,32,30,,37,,9; 22; 37,36,,,37,,22; 36; 37,,34,,,30
AVES,CORACIIFORMES,Alcedinidae,Chloroceryle aenea,,Martín pescador pigmeo,,,,,,0-2600,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,
AVES,CORACIIFORMES,Alcedinidae,Chloroceryle amazona,,Martín pescador matraquero,,,,,,0-1200,,44,,,,,26,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,,,,,,,,,,26,32,,,,29; 31,,,,,,,,,34,,,
AVES,CORACIIFORMES,Alcedinidae,Chloroceryle americana,,Martín pescador chico,,,,,,0-1500,,44,,,,33,22; 26,22,,,,,22,34,,,,,,,38,,,,,,,,22,,,,22,,,,,,,,,22,,38,,10,,,,,,10,,,,,,,,,,,26,,19,,,29; 31,22,,,,38,,22,,34,,,
AVES,CORACIIFORMES,Alcedinidae,Megaceryle alcyon,Ceryle alcyon,Martín pescador migratorio,,,,Migratoria,,Migratoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,CORACIIFORMES,Alcedinidae,Megaceryle torquata,Ceryle torquata,Martín pescador mayor,,,,,,0-2600,,30,,,,30,22; 26,22,,,,,22,34,,,,,,,38,13,,,,,,,22,,,,22,,,,,,,,,22; 37,,37; 38,,10,,,,,11,10,,,,,11,,,,,,26,,19; 30,,37,,22; 37,,,,37; 38,,22; 37,,34,,,30
AVES,CORACIIFORMES,Momotidae,Baryphthengus martii,,Barranquero canelo,,,,,,0-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,,,,,,,,,,,,19,,,,,,,,,,,,,,,
AVES,CORACIIFORMES,Momotidae,Electron platyrhynchum,,Barranquero platyrhynchum,,,,,,0-1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,CORACIIFORMES,Momotidae,Hylomanes momotula,,Barranquero colimocho,,,,,,0-1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,CORACIIFORMES,Momotidae,Momotus aequatorialis,,Barranquero coronado,,,,,,0-1300,36,,25,8,,33,22,22,,,,,22,34,,,,36,,,38,13,,28,,,,42,22,,,,22,,,,,,,,25,9; 22; 27,,38,,,8,,,,9,,,,,,,,,,,,,32; 42,,,,,9; 22,36,,,38,,22; 36,,34,,,
AVES,CUCULIFORMES,Cuculidae,Coccyzus americanus,,Cuclillo migratorio,,,,Migratoria,,0-2600,,,,,,,5; 22,22,,,,,22,18; 34,,,5,,,,,,,,,,,,22,,,,22,,,,,,,18,,1; 22,,,,10,,,,,,10,,,,,,,,,,,5; 23,,19,,,,22,,,18,,,22,,34,,,
AVES,CUCULIFORMES,Cuculidae,Coccyzus erythropthalmus,,Cuclillo piquinegro,,,,Migratoria,,0-1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,CUCULIFORMES,Cuculidae,Coccyzus lansbergi,,Cuclillo canelo,,,,,,0-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,CUCULIFORMES,Cuculidae,Coccyzus melacoryphus,,Cuclillo piquioscuro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,CUCULIFORMES,Cuculidae,Crotophaga ani,,Garrapatero común,,,,,,0-2700,36,44,25,8,,33,22; 26,22,,,,,22,18; 34,,,,36,,,38,13,,28,,,,42,22,24,,,22,,,,,,,18; 35,25,9; 22; 27; 37,,37; 38,41,10,8,,,,9; 11,10,,,,,11,,,,,,23; 26,32; 42,19,,37,29; 31,9; 22; 37,36,,18,37; 38,,22; 36; 37,,34,,,
AVES,CUCULIFORMES,Cuculidae,Crotophaga major,,Garrapatero mayor,,,,,,0-2600,,,,,,,26,,,,,,,34,,,,,,,,13,,,,,,,,,,,,,,,,,,,,9,,,41,10,,,,,9,10,,,,,,,,,,,23; 26,,,,,,9,,,,,,,,34,,,
AVES,CUCULIFORMES,Cuculidae,Crotophaga sulcirostris,,Garrapatero cirigüelo,,,,,,0-500,,,,,,,22,22,,,,,22,,,,,,,,,,,,,,,,22,24,,,22,,,,,,,,,22,,,,10,,,,,,10,,,,,,,,,,,,,,,,,22,,,,,,22,,,,,
AVES,CUCULIFORMES,Cuculidae,Dromococcyx pavoninus,,Cuco pavón,,,,,,1225-1825,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,CUCULIFORMES,Cuculidae,Dromococcyx phasianellus,,Cuco faisán,,,,,,0-1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,CUCULIFORMES,Cuculidae,Neomorphus geoffroyi,,Correcaminos collarejo,,,,,,0-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,CUCULIFORMES,Cuculidae,Piaya cayana,,Cuco ardilla,,,,,,0-2700,36,30,25,8,,30; 33,22; 26,22,,,,,22,18; 34,,,,36,,,38,13,,,,,,42,22,,,,22,,,,,,,18; 35,25,9; 22; 37,,37; 38,,10,,,,,9; 11,10,,,,,11,,,,,,23; 26,32; 42,30,,37,29; 31,9; 22; 37,36,,18,37; 38,,22; 36; 37,,34,,,30
AVES,CUCULIFORMES,Cuculidae,Piaya minuta,,Cuco enano,,,,,,0-1600,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,CUCULIFORMES,Cuculidae,Tapera naevia,,Tres-pies,,,,,,0-1800,36,,,8,,33,22; 26,22,,,,,22,18; 34,,,,36,,,38,13,,,,,,42,22,24,,,22,,,,,,,18,,9; 22; 37,,37; 38,,10,,,,,9; 11,10,,,,,11,,,,,,23; 26,42,,,37,,9; 22; 37,36,,18,37; 38,,22; 36; 37,,34,,,
AVES,ACCIPITRIFORMES,Acciptridae,Accipiter bicolor,Sparvius bicolor,Azor bicolor,II,,,,,0-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,ACCIPITRIFORMES,Acciptridae,Accipiter collaris,,Azor collarejo,II,,,,,600-1800,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,ACCIPITRIFORMES,Acciptridae,Accipiter striatus,"Accipiter ventralis, Accipiter erythronemius",Azor cordillerano,II,,,,,900-3400,,,25,,,33,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,25,9,,,,,,,,,9,,,,,,,,,,,,5,,19,,,,9,,,,,,,,,,,
AVES,ACCIPITRIFORMES,Acciptridae,Accipiter superciliosus,Falco superciliosus,Azor diminuto,II,,,,,0-1500,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,ACCIPITRIFORMES,Acciptridae,Asturina nitida,Asturina plagiata,Águila barrada,II,,,,,0-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,ACCIPITRIFORMES,Acciptridae,Busarellus nigricollis,Falco nigricollis,Águila cienaguera,II,,,,,0-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,ACCIPITRIFORMES,Acciptridae,Buteo albonotatus,,Águila gallinaza,II,,,,,0-500,,30,,,,30; 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,30
AVES,ACCIPITRIFORMES,Acciptridae,Buteo brachyurus,,Águila rabicorta,II,,,,,0-1800,,,25,,,33,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18,25,,,,,10,,,,,,10,,,,,,,,,,,23,,19,,,,,,,18,,,,,,,,
AVES,ACCIPITRIFORMES,Acciptridae,Buteo leucorrhous,Falco leucorrhous,Gavilán negro,II,,,,,0-2900,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,ACCIPITRIFORMES,Acciptridae,Buteo magnirostris,Rupornis magnirostris,Gavilán caminero,II,,,,,0-2600,36,30; 44,25,8,,30; 33,5; 22; 26,22,,,,,22,18; 34,,,5,36,,,38,13,,,,,,42,22,24,,,22,,,,,,,18; 35,25,9; 22; 27; 37,,37; 38,41,10,8; 39,,,,9; 11,10,,,,,11,,39,,,,5; 23; 26; 39,32; 42,19; 30,39,37,29; 31,9; 22; 37,36,,18,37; 38,,22; 36; 37,,34,,,30
AVES,ACCIPITRIFORMES,Acciptridae,Buteo nitidus,,Gavilán saraviado,,,,,,,36,,,,,,22,22,,,,,22,18,,,,36,,,,,,,,,,,22,,,,22,,,,,,,18; 35,,22,,,41,,,,,,11,,,,,,11,,,,,,,,19,,,,22,36,,18,,,22; 36,,,,,
AVES,ACCIPITRIFORMES,Acciptridae,Buteo platypterus,Sparvius platypterus,Gavilán migratorio,II,,,Migratoria,,0-3000,,,25,,,33,,,,8,,,,18; 34,,,,,,,,,,,,,,,,,,,,,,,,,,18,25,1; 37,,37,,10,,,,,,10,,,,,,,,,,,23,,19,,1; 37,29; 31,37,,,18,37,,37,,34,,,
AVES,ACCIPITRIFORMES,Acciptridae,Buteo swainsoni,,Gavilán cuaresmero,II,,,Migratoria,,0-2800,,,,,,,22,22,,,,,22,34,,,,,,,38,,,,,,,,22,,,,22,,,,,,,,,1; 22,,38,,10,,,,,,10,,,,,,,,,,,23,,,,1,,22,,,,38,,22,,34,,,
AVES,ACCIPITRIFORMES,Acciptridae,Buteogallus anthracinus,Falco anthracinus,Cangrejero negro,II,,,,,0-500,,30; 44,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,30
AVES,ACCIPITRIFORMES,Acciptridae,Buteogallus meridionalis,Heterospizias meridionalis,Águila sabanera,II,,,,,0-1000,,44,,,,33,22,22,,,,,22,,,,,,,,38,,,,,,,42,22,,,,22,,,,,,,,,22,,38,,10,8,,,,,10,,,,,,,,,,,,42,19,,,29; 31,22,,,,38,,22,,,,,
AVES,ACCIPITRIFORMES,Acciptridae,Buteogallus urubitinga,Falco urubitinga,Cangrejero mayor,II,,,,,0-1000,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
